título,año,kms,link,precio,zona,descripción
Peugeot Expert 1.6 Hdi Confort Mp3,2009,176.000,https://auto.mercadolibre.com.ar/MLA-1940843352-peugeot-expert-2009-16-hdi-confort-mp3,16000 dólares,Lanús - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Ford Focus III 2.0 Titanium At6,2017,195.024,https://auto.mercadolibre.com.ar/MLA-1941013856-ford-focus-iii-2017-20-titanium-at6,16000 dólares,Capital Federal - Capital Federal,Ford focus titanium at6 2.0 Unico dueñoAl diaSe entrega únicamente transferido195.000 km No permuto.Se puede ver en caba
Volkswagen Golf 1.4 Comfortline Tsi,2015,119.700,https://auto.mercadolibre.com.ar/MLA-1941188748-volkswagen-golf-14-comfortline-tsi,16000 dólares,Ituzaingó Norte - Ituzaingó - Bs.As. G.B.A. Oeste,"Volkswagen Golf TSI 1.4 MTEl auto se encuentra en excelentes condiciones, mecánica y estéticamente hablando. Distribución hecha a los 88 mil Kms, cambios de aceite/filtros en tiempo y forma siempre.Tratamiento cerámico recientemente realizado.En el interior, las butacas delanteras poseen fundas para protección de las mismas (están nuevas las butacas originales).Soy titular, con todo al día. Acepto permuta de mi interés."
Volkswagen Vento 2.5 Advance Plus 170cv,2016,85.000,https://auto.mercadolibre.com.ar/MLA-1941207156-volkswagen-vento-2016-25-advance-plus-170cv,16000 dólares,Berazategui - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Volkswagen Nuevo Polo Comfortline Plus At,2018,94.000,https://auto.mercadolibre.com.ar/MLA-1941265952-volkswagen-nuevo-polo-comfortline-plus-at,16000 dólares,Brandsen - Buenos Aires Interior,"Polo comfortline plus 1.6 nafta, caja automática 6 velocidades.Excelente estado, 4 cubiertas nuevas, todo funcionando perfecto, sin ningún detalle, titular al día, no permuto."
Ford Ka 1.5 Sel,2019,84.000,https://auto.mercadolibre.com.ar/MLA-1941250376-ford-ka-sel-mt-15-2019-unica-mano,15800000 pesos,Berisso - Berisso - Buenos Aires Interior,"Unica mano, modelo full con caja manual. Cubiertas delanteras Firestone nuevas, traseras con 30000 km. Podes traer tu mecánico de confianza para revisión."
Toyota Etios 1.5 Sedan X,2019,85.000,https://auto.mercadolibre.com.ar/MLA-1456542777-toyota-etios-15-sedan-x,16000000 pesos,Maipú - Maipú - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Renault Duster 1.6 Ph2 4x2 Dynamique,2018,126.300,https://auto.mercadolibre.com.ar/MLA-1456585629-renault-duster-16-ph2-4x2-dynamique,16000000 pesos,La Plata - La Plata - Bs.As. G.B.A. Sur,Acepto permuta camioneta de mayor valor. Impecable!!!
Peugeot 208 1.6 Allure,2017,48.000,https://auto.mercadolibre.com.ar/MLA-1456698835-peugeot-208-16-allure,16000000 pesos,Gerli - Avellaneda - Bs.As. G.B.A. Sur,Vendo Peugeot 208 allure 2017-Titular -Manual-Motor 1.6 16V NAFTA -48.000 Kms-Vtv 2025-Grabado de autopartes -Pantalla táctil con navegador -Sensor de estacionamiento -Direccion electrica-Doble airbag -A.c-Velocidad crucero -Limitador de velocidad - Equipamiento full -Manual segunda llave y accesorios de fabrica -Rueda de auxilio sin rodar- EL AUTO SE ENTREGA TOTALMENTE AL DIA NO TIENE DEUDAS SE TRANSFIERE SI O SI
Ford Ranger 3.0 Cd Xl Plus Mp3+4x2,2010,342.000,https://auto.mercadolibre.com.ar/MLA-1940792260-ford-ranger-30-cd-xl-plus-mp34x2,16000000 pesos,Del Viso - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Chevrolet Prisma 1.4 Lt 98cv,2019,110.000,https://auto.mercadolibre.com.ar/MLA-1940838624-dueno-directo,16000000 pesos,Villa Lugano - Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Volkswagen Up! 1.0 Move I-motion,2018,106.000,https://auto.mercadolibre.com.ar/MLA-1940859194-volkswagen-up-2018-10-move-i-motion,16000000 pesos,Córdoba - Córdoba,"Volkswagen Up motor 1.0, es MOD 2018 con 100.000km, tiene aire y dirección, cierre centralizado y cubiertas nuevasPrecio Contado: $16.000.000Financialo en Cuotas Fijas entregando $1.000.000Cualquier consulta dejame tu numero !"
Chevrolet S10 2.8 G4 Cd Dlx 4x4 Electronico,2011,219.000,https://auto.mercadolibre.com.ar/MLA-1941207800-chevrolet-s10-2011-28-g4-cd-dlx-4x4-electronico,16000000 pesos,Mar del Plata - Bs.As. Costa Atlántica,El vendedor no incluyó una descripción del producto
Ford Ranger 2.2 Cd 4x2 Xl Safety Tdci 125cv,2012,338.000,https://auto.mercadolibre.com.ar/MLA-1941228520-ranger-xl-4x2-safety-22-2012,16000000 pesos,Luján de Cuyo - Luján de Cuyo - Mendoza,"Km reales, verificables. Unica mano, dueño directo. Lista para transferir. Embrague y distribución nuevos. Cubiertas al 80%. Nunca reparación mecánica. Impecable estado mecánico. Solo detalle en tapizado del conductor y volante, el resto impecable."
DS DS3 1.6 Vti 120 So Chic,2017,70.000,https://auto.mercadolibre.com.ar/MLA-1941199974-ds-ds3-2017-16-vti-120-so-chic,16300 dólares,Berazategui - Bs.As. G.B.A. Sur,Vendo DS3 VTI SO CHIC 120(NO TURBO)70.000 kmCLIMATIZADOR FUNCIONANDO A LA PERFECCIÓN Control de velocidad crucero Limitador de velocidadComputadora de a bordo 4 CUBIERTAS DUNLOP SPORT NUEVAS 195/55/16TUERCAS ANTIRROBO (las buenas)Alineación y balanceo Sistema de sonido de 6 parlantesEspejo con camara de marcha atrasGps con navegador Luces traseras 3d Rompeniebla traseroFaros auxiliares led con lupa otiginalesOpticas leds Alta y baja xenon xenarc osram original Posición led lupa original Luces led diurnas Iluminacion interior completa Pies /techo /acompañante/conductor/guantera/baul/porta objetos Asiento conductor y pasajero regulable en alturaVolante de cuero original telescopicoGiros enespejosService completo Aceite INEO 5w30 Todos los filtros Frenos nuevosRefrigerante nuevo ACdelcoTodos los manuales originales 2 llaves originales Vtv al dia Auxilo sin rodarKit de auxilio completo
Renault Duster Oroch 1.6 Dynamique,2018,51.600,https://auto.mercadolibre.com.ar/MLA-1456514905-renault-duster-oroch-2018-16-dynamique,16500 dólares,Del Viso - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Honda Fit 1.5 Ex-l 132cv,2017,107.000,https://auto.mercadolibre.com.ar/MLA-1456527641-honda-fit-15-ex-l-132cv,16500 dólares,Alto Verde - Córdoba - Córdoba,"No permuto . 2017 107000 kms , pintura original de fabrica, cambio de aceite de motor , caja , bujias y demás a los 100000 kms , cubiertas Bridgestone ecopia con 3000 kms , sensores de estacionamiento, luces led , servicios oficiales realizados en tiempo y forma ."
Volkswagen Amarok 2.0 Cd Tdi 140cv 4x4 Startline,2013,162.000,https://auto.mercadolibre.com.ar/MLA-1456594807-volkswagen-amarok-2013-20-cd-tdi-140cv-4x4-startline,16500 dólares,Capital Federal - Capital Federal,"2013. 162.000 de fabrica. 4x4. Alta baja.Titular segundo dueño. Usada 90% en ruta a 100-110km/h. Nunca fue cargada. La 4x4 fue utilizada poco y nada.Vidrios adelante automáticos. Alarma y cierre centralizado. Busca huellas led s6. 4 parlantes jbl. Potencia y subwoofer flat (atrás de asiento trasero).Funciona todo el equipamiento 10 puntos. Pequeños detalles de pintura lógicos por los años. No permuto. Se puede ver el capital, belgrano."
Ford Ecosport 1.6 Xls,2007,174.000,https://auto.mercadolibre.com.ar/MLA-1941202832-ford-ecosport-16-xls,16700 dólares,Villa Devoto - Capital Federal - Capital Federal,"Excelente estado, las 4 cubiertas con solo 20.000 km.,  listo para transfe"
Volkswagen Gol Trend 1.6 Trendline 101cv,2019,56.000,https://auto.mercadolibre.com.ar/MLA-1940906614-volkswagen-gol-trend-16-trendline-101cv,16500000 pesos,Abasto - Rosario - Santa Fe,"Vendo Gol Trend Trend line, 2019 última generación, único dueño, cierre y levanta cristales de fabrica, alarma original, polarizado más lámina de seguridad, cubre carter, luz en baul, service realizado hace poco en concesionario oficial, siempre todos los service fueron realizados en talleres oficiales VW, tuercas de seguridad. Un auto muy lindo y digno de ver."
Fiat Toro 2.0 Freedom 4x4 At,2018,125.000,https://auto.mercadolibre.com.ar/MLA-1456685631-fiat-toro-2018-20-freedom-4x4-at,17000 dólares,San Vicente - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Fiat 500 1.4 Abarth 165cv,2012,11.400,https://auto.mercadolibre.com.ar/MLA-1940853802-fiat-abarth-595-14-t-16v,17000 dólares,Centro - Salta - Salta,"Todo Original, accesorios solamente escape Magneti Marelli. Sin ningún detalle. Modelo año 2014."
Toyota Yaris Sedan 5 Puertas,2018,119.000,https://auto.mercadolibre.com.ar/MLA-1941254818-toyota-yaris-sedan-5-puertas,17000 dólares,Malvinas Argentinas - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Citroën C4 Cactus 1.6 Vti 115 Live,2020,50.000,https://auto.mercadolibre.com.ar/MLA-1941259506-citron-c4-cactus-2020-16-vti-115-live,17000 dólares,La Plata - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Jeep Renegade 1.8 Sport At,2017,178.000,https://auto.mercadolibre.com.ar/MLA-1941612096-jeep-renegade-2017-18-sport-at,17000 dólares,La Matanza - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Ford Focus III 1.6 S,2015,94.000,https://auto.mercadolibre.com.ar/MLA-1456545589-ford-focus-iii-16-s,16800000 pesos,José C. Paz - José C. Paz - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Ford Ka 1.5 Sel,2018,40.000,https://auto.mercadolibre.com.ar/MLA-1456494993-ford-ka-2018-15-sel,17000000 pesos,Jesús María - Córdoba,El vendedor no incluyó una descripción del producto
Undefined,2017,145.000,https://auto.mercadolibre.com.ar/MLA-1456495621-undefined,17000000 pesos,Gerli - Avellaneda - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Volkswagen Amarok 2.0 Cd Tdi 122cv 4x2 Startline S22,2012,149.945,https://auto.mercadolibre.com.ar/MLA-1456527915-volkswagen-amarok-2012-20-cd-tdi-122cv-4x2-startline-s22,17000000 pesos,Neuquén - Neuquén,El vendedor no incluyó una descripción del producto
Renault Kangoo 1.6 Furgon Ph3 Confort 1plc,2018,63.000,https://auto.mercadolibre.com.ar/MLA-1940516280-renault-kangoo-16-furgon-ph3-confort-1plc,17000000 pesos,Cuartel V - Moreno - Bs.As. G.B.A. Oeste,"ÚNICO DUEÑO, TODO AL DÍA, VTV, CUBIERTAS NUEVAS, CORREAS Y BOMBA DE AGUA NUEVO, PERFECTO PARA ANDAR"
Citroën C4 Lounge 1.6 Hdi 115 Feel Pack,2018,96.000,https://auto.mercadolibre.com.ar/MLA-1940802092-citron-c4-lounge-2018-16-hdi-115-feel-pack,17000000 pesos,San Luis del Palmar - Corrientes,Lindo auto muy cuidado uso familiar distribución completa recién hecha servis oficial Vtv 25 titular listo para viajar y disfrutar
Citroën C4 Lounge 1.6 Hdi 115 Feel Pack,2018,96.000,https://auto.mercadolibre.com.ar/MLA-1940802092-citron-c4-lounge-2018-16-hdi-115-feel-pack,17000000 pesos,San Luis del Palmar - Corrientes,Lindo auto muy cuidado uso familiar distribución completa recién hecha servis oficial Vtv 25 titular listo para viajar y disfrutar
Renault Sandero Stepway 1.6 Privilege 105cv,2017,115.000,https://auto.mercadolibre.com.ar/MLA-1940802136-renault-sandero-stepway-2017-16-privilege-105cv,17000000 pesos,Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Renault Logan 1.6 16v Intense,2022,49.000,https://auto.mercadolibre.com.ar/MLA-1456598353-renault-logan-16-16v-intense,17500 dólares,Constitución - Mar del Plata - Bs.As. Costa Atlántica,El vendedor no incluyó una descripción del producto
Peugeot 308 1.6 Allure Hdi 115cv,2017,98.650,https://auto.mercadolibre.com.ar/MLA-1456592801-peugeot-308-16-allure-hdi-115cv,17500000 pesos,Urdinarrain - Entre Ríos,4 cubiertas Nueva! Listo Para Transferir
Toyota Hilux Sr 4x2,2008,400.000,https://auto.mercadolibre.com.ar/MLA-1940525852-toyota-hilux-sr-4x2,17500000 pesos,San Luis - San Luis,El vendedor no incluyó una descripción del producto
Chevrolet Tracker 1.8 Ltz+ 140cv,2018,60.600,https://auto.mercadolibre.com.ar/MLA-1940788456-chevrolet-tracker-2018-18-ltz-140cv,18000 dólares,La Matanza - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Chevrolet S10 2.8 Ls Cd Tdci 200cv,2019,74.000,https://auto.mercadolibre.com.ar/MLA-1940805642-chevrolet-s10-2019-28-ls-cd-tdci-200cv,18000 dólares,General San Martín - Bs.As. G.B.A. Norte,"¡¡¡SE VENDE URGENTE!!!Camioneta excelentes condiciones en general, tanto mecánica, interior y pintura.Caja de 6taSu consulta no molesta"
Ford Ecosport 1.5 Titanium 123Cv 4X2,2019,129.000,https://auto.mercadolibre.com.ar/MLA-1941207162-ford-ecosport-titanium-15l-at-automatica,18000 dólares,Olivos - Vicente López - Bs.As. G.B.A. Norte,UNICA MANO!!  SERVICES OFICIALES.IMPECABLE!!
Volkswagen Polo 1.6 Msi Trendline At,2018,93.700,https://auto.mercadolibre.com.ar/MLA-1456450507-volkswagen-polo-2018-16-msi-trendline-at,18000000 pesos,Capital Federal - Capital Federal,EXCELENTE ESTADO!!!! Marca: Volkswagen Modelo: Polo Trendline 1.6 MSIAño: 2018Versión: TrendlinePuertas: 5Cilindrada: 1.6Combustible: NaftaHP/CV: 110Caja: AutomáticaColor: AzulKms: 93.700Cubiertas: Continental 20.000 KMParabrisas: de fábrica Interior: ExcelenteMecánica: Service en tiempo y forma de acuerdo a Manual.
Citroën C4 Cactus 1.6 Vti 115 At6 Feel Pk,2020,85.000,https://auto.mercadolibre.com.ar/MLA-1456492259-citron-c4-cactus-16-vti-115-at6-feel-pk,18000000 pesos,Béccar - San Isidro - Bs.As. G.B.A. Norte,Único dueño.Nunca chocado.Service al día.
Fiat Argo 1.8 Hgt,2018,35.000,https://auto.mercadolibre.com.ar/MLA-1456535023-fiat-argo-hgt-full-full-2018-con-35000-km,18000000 pesos,La Matanza - Bs.As. G.B.A. Oeste,"Fiat argo Hgt equipamiento Fuulll con rueda de auxilio sin rodamiento estado excelente, documentos al día listo para transferir Vtv con vto 2025 grabado de carrocería y cristales obligatorios, 4 airbag, ganchos Isofix, tapizado de cuero, pantalla de 8 pulgadas, climatizador automático, sensores de luces y lluvia automático."
Volkswagen Virtus Confort Line,2019,50.000,https://auto.mercadolibre.com.ar/MLA-1456632073-volkswagen-virtus-confortline-manual-2019,18000000 pesos,Don Torcuato Oeste - Tigre - Bs.As. G.B.A. Norte,El vendedor no incluyó una descripción del producto
Chevrolet Tracker 1.8 Ltz+ Awd At 140cv,2015,110.700,https://auto.mercadolibre.com.ar/MLA-1456632345-chevrolet-tracker-2015-18-ltz-awd-at-140cv,18000000 pesos,Bahía Blanca - Buenos Aires Interior,Chevrolet Tracker AWD LTZ+Automática 4x4Modelo 2015110700km - Serv. Oficiales en concesionarioCubiertas nuevasLista para transferirNo permutoEscucho Ofertas
Peugeot Partner Patagónica 1.6 Hdi 92,2018,66.000,https://auto.mercadolibre.com.ar/MLA-1456634323-peugeot-partner-patagonica-2018-16-hdi-92,18000000 pesos,Capital Federal - Capital Federal,El vendedor no incluyó una descripción del producto
Toyota Yaris 1.5 107cv,2017,65.000,https://auto.mercadolibre.com.ar/MLA-1941192920-toyota-yaris-15-107cv,18000000 pesos,Plátanos - Berazategui - Bs.As. G.B.A. Sur,Segunda dueña. Vtv Cubiertas delanteras nuevas 65 mil km automático Listo para transferir
Volkswagen Gol Trend 1.6 Trendline 101cv,2021,26.500,https://auto.mercadolibre.com.ar/MLA-1941215736-volkswagen-gol-trend-16-trendline-101cv,18000000 pesos,Bosques - Florencio Varela - Bs.As. G.B.A. Sur,Único dueño solo servicio en agencia tiene alarma colocada el la agencia y tornillos de seguridad podría tomar camioneta menor valor
Citroën C4 Cactus 1.6 Vti 115 Feel Pk,2019,71.000,https://auto.mercadolibre.com.ar/MLA-1941231918-citroen-cactus-2019-feel-pack-vti-manual,18000000 pesos,Canning - Esteban Echeverría - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Ford Focus Se 2.0,2017,140.000,https://auto.mercadolibre.com.ar/MLA-1941251242-ford-focus-se-20,18000000 pesos,Libertador Grl. San Martín - Misiones,El vendedor no incluyó una descripción del producto
Toyota Sw4 Cuero At ,2007,500,https://auto.mercadolibre.com.ar/MLA-1941253000-toyota-sw4-cuero-at,18000000 pesos,Olavarría - Buenos Aires Interior,El vendedor no incluyó una descripción del producto
Ford Ranger 2.2 Cd Xl Tdci 125cv,2017,120.000,https://auto.mercadolibre.com.ar/MLA-1456507679-ford-ranger-22-cd-xl-tdci-125cv,18500 dólares,Berazategui Oeste - Berazategui - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Renault Kangoo Ii Express 1.5 Dci Confort,2020,55.000,https://auto.mercadolibre.com.ar/MLA-1456542607-renault-kangoo-ii-express-2020-15-dci-confort,18500 dólares,La Plata - Bs.As. G.B.A. Sur,El vendedor no incluyó una descripción del producto
Chevrolet Cruze 1.4 Lt Manual,2021,60.000,https://auto.mercadolibre.com.ar/MLA-1940831270-chevrolet-cruze-2021-lt,18500 dólares,Argüello - Córdoba - Córdoba,El vendedor no incluyó una descripción del producto
BMW Serie 3 3.0 330i Sportive Steptro.,2007,130.000,https://auto.mercadolibre.com.ar/MLA-1941155310-bmw-serie-3-30-330i-sportive-steptro,18500 dólares,Hurlingham - Hurlingham - Bs.As. G.B.A. Oeste,El vendedor no incluyó una descripción del producto
Volkswagen Amarok 2.0 Cd Tdi 4x4 Highline Pack At C34,2013,295.000,https://auto.mercadolibre.com.ar/MLA-1940849434-volkswagen-amarok-2013-highline,18700 dólares,Merlo - Merlo - Bs.As. G.B.A. Oeste,"ACEPTO PERMUTA MENOR O MAYOR VALORAMAROK HIGHLINE (la más full)Transmisión: dsg automática- 4 cubiertas con muy poco uso- Batería Moura nueva- Distribución realizada hace 15mil km El vehiculo siempre tuvo todos los mantenimientos en tiempo y forma, la mayoria de los kilometros fueron en ruta, para ir de merlo a pilar todos los diasLibre de deudasSOY TITULARACEPTO PERMUTA MENOR O MAYOR VALOR"
Renault Duster 1.6 Ph2 4x2 Expression,2017,63.000,https://auto.mercadolibre.com.ar/MLA-1940830290-renault-duster-16-ph2-4x2-expression,18500000 pesos,Las Delicias - Rosario - Santa Fe,"Con documentación al día, lista para transferir. Sin ningún tipo de deuda. Correa recién cambiada, recién hechos cambio de aceite y filtro, Vtv; cubiertas nuevas. Único dueño, chapería impecable."
Renault Sandero Stepway 1.6 16v Zen,2020,98.000,https://auto.mercadolibre.com.ar/MLA-1940861182-renault-sandero-stepway-zen-16,18500000 pesos,Tapiales - La Matanza - Bs.As. G.B.A. Oeste,VENDO: RENAULT SANDERO STEPWAY ZEN 1.6Año: 2020Km: 98.000Valor $18.500.000 PESOSMuy buen estado.•El Vehículo se puede ver dentro del predio del MERCADO CENTRAL DE BS AS (Tapiales) •Cada unidad a la venta tiene toda la documentación revisada y al día. •Todos los vehículos salen transferidos Sin Excepción •Coordinar Entrevista Previa con Mauro Quiroga -1131557827-
